president,subgroup,approve,disapprove,timestamp
Joe Biden,Voters,42.416452,52.833914,2022/4/27 19:53
Joe Biden,All polls,42.031747,53.106448,2022/4/26 20:32
Joe Biden,Adults,40.712602,52.483714,2022/4/26 20:32
Joe Biden,Voters,42.60338,53.156844,2022/4/26 20:32
Joe Biden,All polls,42.147687,53.121896,2022/4/25 20:56
Joe Biden,Adults,40.51359,52.516398,2022/4/25 20:56
Joe Biden,Voters,42.489086,53.243897,2022/4/25 20:56
Joe Biden,All polls,42.858244,53.073333,2022/4/25 9:31
Joe Biden,Adults,40.51359,52.516398,2022/4/25 9:31
Joe Biden,Voters,42.858244,53.073333,2022/4/25 9:31
Joe Biden,All polls,42.858244,53.073333,2022/4/25 9:31
Joe Biden,Adults,40.51359,52.516398,2022/4/25 9:31
Joe Biden,Voters,42.858244,53.073333,2022/4/25 9:32
Joe Biden,All polls,42.28249,53.022121,2022/4/22 14:43
Joe Biden,Adults,40.51359,52.516398,2022/4/22 14:43
Joe Biden,Voters,42.858244,53.073333,2022/4/22 14:43
Joe Biden,All polls,41.881572,52.587754,2022/4/21 21:01
Joe Biden,Adults,40.399366,52.050826,2022/4/21 21:01
Joe Biden,Voters,42.639711,52.727228,2022/4/21 21:01
Joe Biden,All polls,42.316331,51.862953,2022/4/20 9:52
Joe Biden,Adults,41.267796,51.220037,2022/4/20 9:52
Joe Biden,Voters,43.12979,52.18731,2022/4/20 9:52
Joe Biden,All polls,41.954295,52.014132,2022/4/19 15:21
Joe Biden,Adults,41.060748,51.395634,2022/4/19 15:21
Joe Biden,Voters,42.751422,52.369232,2022/4/19 15:21
Joe Biden,All polls,41.839502,51.936151,2022/4/18 9:48
Joe Biden,Adults,40.933812,51.353293,2022/4/18 9:48
Joe Biden,Voters,42.428588,52.509428,2022/4/18 9:48
Joe Biden,All polls,42.183528,52.777577,2022/4/18 9:28
Joe Biden,Adults,40.933812,51.353293,2022/4/18 9:28
Joe Biden,Voters,42.183528,52.777577,2022/4/18 9:28
Joe Biden,All polls,42.183528,52.777577,2022/4/18 9:28
Joe Biden,Adults,40.933812,51.353293,2022/4/18 9:28
Joe Biden,Voters,42.183528,52.777577,2022/4/18 9:29
Joe Biden,All polls,41.59675,52.195442,2022/4/15 9:39
Joe Biden,Adults,40.933812,51.353293,2022/4/15 9:39
Joe Biden,Voters,42.183528,52.777577,2022/4/15 9:39
Joe Biden,All polls,41.527174,52.194981,2022/4/14 9:46
Joe Biden,Adults,40.933812,51.353293,2022/4/14 9:46
Joe Biden,Voters,42.122372,52.77163,2022/4/14 9:46
Joe Biden,All polls,41.623701,52.140255,2022/4/13 15:42
Joe Biden,Adults,41.038489,51.201793,2022/4/13 15:42
Joe Biden,Voters,42.189887,52.76721,2022/4/13 15:42
Joe Biden,All polls,42.221226,52.172619,2022/4/12 9:47
Joe Biden,Adults,42.078107,51.098669,2022/4/12 9:47
Joe Biden,Voters,42.382587,52.861657,2022/4/12 9:47
Joe Biden,All polls,42.143314,52.197046,2022/4/11 20:06
Joe Biden,Adults,42.078107,51.098669,2022/4/11 20:06
Joe Biden,Voters,42.287832,52.887501,2022/4/11 20:06
Joe Biden,All polls,41.897291,53.175819,2022/4/10 16:07
Joe Biden,Adults,41.768236,52.69509,2022/4/10 16:07
Joe Biden,Voters,42.086359,52.872196,2022/4/10 16:07
Joe Biden,All polls,41.759641,52.518591,2022/4/10 16:06
Joe Biden,Adults,41.517739,51.618562,2022/4/10 16:06
Joe Biden,Voters,42.086359,52.872196,2022/4/10 16:06
Joe Biden,All polls,41.759641,52.518591,2022/4/8 9:50
Joe Biden,Adults,41.517739,51.618562,2022/4/8 9:50
Joe Biden,Voters,42.086359,52.872196,2022/4/8 9:50
Joe Biden,All polls,41.820749,52.456541,2022/4/7 22:00
Joe Biden,Adults,41.517739,51.618562,2022/4/7 22:00
Joe Biden,Voters,42.162379,52.790189,2022/4/7 22:00
Joe Biden,All polls,41.602444,52.726759,2022/4/6 16:34
Joe Biden,Adults,41.233698,51.912845,2022/4/6 16:34
Joe Biden,Voters,42.090668,52.920305,2022/4/6 16:34
Joe Biden,All polls,41.390237,52.96484,2022/4/5 19:57
Joe Biden,Adults,41.102383,52.179468,2022/4/5 19:57
Joe Biden,Voters,41.516148,53.413917,2022/4/5 19:57
Joe Biden,All polls,41.199149,53.013007,2022/4/4 9:40
Joe Biden,Adults,40.817813,52.270396,2022/4/4 9:40
Joe Biden,Voters,41.670975,53.128696,2022/4/4 9:41
Joe Biden,All polls,41.056628,53.142867,2022/4/4 9:40
Joe Biden,Adults,40.817813,52.270396,2022/4/4 9:40
Joe Biden,Voters,41.514646,53.281702,2022/4/4 9:41
Joe Biden,All polls,41.056628,53.142867,2022/4/4 9:40
Joe Biden,Adults,40.817813,52.270396,2022/4/4 9:41
Joe Biden,Voters,41.514646,53.281702,2022/4/4 9:41
Joe Biden,All polls,41.056628,53.142867,2022/4/1 10:19
Joe Biden,Adults,40.817813,52.270396,2022/4/1 10:19
Joe Biden,Voters,41.514646,53.281702,2022/4/1 10:19
Joe Biden,All polls,41.15805,53.062856,2022/3/31 14:51
Joe Biden,Adults,40.856739,52.209045,2022/3/31 14:51
Joe Biden,Voters,41.647958,53.202572,2022/3/31 14:51
Joe Biden,All polls,41.263377,53.0029,2022/3/30 14:06
Joe Biden,Adults,41.034589,52.155755,2022/3/30 14:06
Joe Biden,Voters,41.885353,53.03187,2022/3/30 14:06
Joe Biden,All polls,41.255556,53.194495,2022/3/29 20:15
Joe Biden,Adults,40.99697,52.646755,2022/3/29 20:15
Joe Biden,Voters,41.526881,53.276385,2022/3/29 20:15
Joe Biden,All polls,41.658699,53.067968,2022/3/28 20:09
Joe Biden,Adults,40.795196,52.876641,2022/3/28 20:09
Joe Biden,Voters,42.169287,52.869458,2022/3/28 20:09
Joe Biden,All polls,41.957127,52.874142,2022/3/27 13:05
Joe Biden,Adults,40.795196,52.876641,2022/3/27 13:05
Joe Biden,Voters,42.901477,52.446491,2022/3/27 13:05
Joe Biden,All polls,42.017604,52.758769,2022/3/27 13:04
Joe Biden,Adults,40.782175,52.741315,2022/3/27 13:04
Joe Biden,Voters,43.0639,52.36234,2022/3/27 13:04
Joe Biden,All polls,42.017604,52.758769,2022/3/25 9:42
Joe Biden,Adults,40.782175,52.741315,2022/3/25 9:42
Joe Biden,Voters,43.0639,52.36234,2022/3/25 9:42
Joe Biden,All polls,41.879023,52.899974,2022/3/24 18:30
Joe Biden,Adults,40.782175,52.741315,2022/3/24 18:30
Joe Biden,Voters,42.958399,52.499635,2022/3/24 18:30
Joe Biden,All polls,41.963592,52.446077,2022/3/23 20:22
Joe Biden,Adults,40.617853,52.202914,2022/3/23 20:22
Joe Biden,Voters,43.24291,52.266659,2022/3/23 20:22
Joe Biden,All polls,42.226836,52.787718,2022/3/22 16:32
Joe Biden,Adults,41.387572,52.955263,2022/3/22 16:32
Joe Biden,Voters,42.681857,52.574436,2022/3/22 16:32
Joe Biden,All polls,42.262355,52.840456,2022/3/21 15:08
Joe Biden,Adults,41.864503,52.673248,2022/3/21 15:08
Joe Biden,Voters,42.741335,52.564503,2022/3/21 15:08
Joe Biden,Voters,41.984999,53.015906,2022/3/21 9:32
Joe Biden,All polls,41.984999,53.015906,2022/3/21 9:32
Joe Biden,Voters,41.984999,53.015906,2022/3/21 9:32
Joe Biden,All polls,41.984894,53.016254,2022/3/18 9:35
Joe Biden,Adults,41.467588,52.887397,2022/3/18 9:35
Joe Biden,Voters,42.292806,52.907627,2022/3/18 9:35
Joe Biden,All polls,42.152031,52.901818,2022/3/17 11:50
Joe Biden,Adults,41.467588,52.887397,2022/3/17 11:50
Joe Biden,Voters,42.522579,52.756206,2022/3/17 11:50
Joe Biden,All polls,42.627081,52.541655,2022/3/16 14:54
Joe Biden,Adults,42.246084,52.385149,2022/3/16 14:54
Joe Biden,Voters,42.927084,52.350526,2022/3/16 14:54
Joe Biden,All polls,42.782736,52.491983,2022/3/15 21:03
Joe Biden,Adults,42.576594,52.331631,2022/3/15 21:03
Joe Biden,Voters,43.697573,51.661369,2022/3/15 21:03
Joe Biden,All polls,42.910164,51.989336,2022/3/14 21:52
Joe Biden,Adults,42.992615,51.241095,2022/3/14 21:52
Joe Biden,Voters,43.352614,51.599915,2022/3/14 21:52
Joe Biden,All polls,42.966955,51.977093,2022/3/13 17:53
Joe Biden,Adults,42.990702,51.239026,2022/3/13 17:53
Joe Biden,Voters,43.427117,51.51575,2022/3/13 17:53
Joe Biden,All polls,42.720299,51.278757,2022/3/13 15:16
Joe Biden,Adults,42.75573,49.996374,2022/3/13 15:16
Joe Biden,Voters,43.323498,51.443893,2022/3/13 15:16
Joe Biden,All polls,42.720299,51.278757,2022/3/11 9:49
Joe Biden,Adults,42.75573,49.996374,2022/3/11 9:49
Joe Biden,Voters,43.323498,51.443893,2022/3/11 9:49
Joe Biden,All polls,42.233597,51.597742,2022/3/10 21:46
Joe Biden,Adults,42.75573,49.996374,2022/3/10 21:46
Joe Biden,Voters,42.762234,51.845923,2022/3/10 21:46
Joe Biden,All polls,42.6547,51.371491,2022/3/9 11:18
Joe Biden,Adults,42.958525,49.852572,2022/3/9 11:18
Joe Biden,Voters,43.33795,51.550268,2022/3/9 11:18
Joe Biden,All polls,42.62412,51.65432,2022/3/8 19:38
Joe Biden,Adults,42.984396,50.258483,2022/3/8 19:38
Joe Biden,Voters,42.945622,51.956242,2022/3/8 19:38
Joe Biden,All polls,42.131551,51.894619,2022/3/7 19:48
Joe Biden,Adults,42.096263,50.933162,2022/3/7 19:48
Joe Biden,Voters,43.09004,51.738421,2022/3/7 19:48
Joe Biden,All polls,42.571044,52.372883,2022/3/7 8:58
Joe Biden,Adults,43.078666,51.57681,2022/3/7 8:58
Joe Biden,Voters,43.131086,52.012399,2022/3/7 8:59
Joe Biden,All polls,42.571044,52.372883,2022/3/7 8:58
Joe Biden,Adults,43.078666,51.57681,2022/3/7 8:58
Joe Biden,Voters,43.131086,52.012399,2022/3/7 8:59
Joe Biden,All polls,42.571044,52.372883,2022/3/4 12:25
Joe Biden,Adults,43.078666,51.57681,2022/3/4 12:25
Joe Biden,Voters,43.131086,52.012399,2022/3/4 12:25
Joe Biden,All polls,41.633145,52.871009,2022/3/3 10:01
Joe Biden,Adults,41.391438,52.487682,2022/3/3 10:01
Joe Biden,Voters,42.086515,52.347171,2022/3/3 10:01
Joe Biden,All polls,41.486461,53.084847,2022/3/2 21:33
Joe Biden,Adults,41.409749,52.589644,2022/3/2 21:33
Joe Biden,Voters,41.846153,52.575045,2022/3/2 21:33
Joe Biden,All polls,41.080297,53.56459,2022/3/1 20:24
Joe Biden,Adults,41.245345,53.140587,2022/3/1 20:24
Joe Biden,Voters,41.075627,53.225088,2022/3/1 20:24
Joe Biden,All polls,40.91491,53.25618,2022/2/28 17:03
Joe Biden,Adults,40.82215,52.6965,2022/2/28 17:03
Joe Biden,Voters,41.2443,53.25265,2022/2/28 17:03
Joe Biden,Voters,41.232137,52.886301,2022/2/27 13:01
Joe Biden,Adults,40.666163,53.157094,2022/2/27 13:01
Joe Biden,All polls,40.446734,53.334854,2022/2/27 13:01
Joe Biden,Voters,41.236173,52.815187,2022/2/27 13:01
Joe Biden,Adults,41.435112,52.96997,2022/2/27 13:01
Joe Biden,All polls,40.829729,53.204947,2022/2/27 13:01
Joe Biden,Voters,41.236173,52.815187,2022/2/25 16:28
Joe Biden,Adults,41.435112,52.96997,2022/2/25 16:28
Joe Biden,All polls,40.829729,53.204947,2022/2/25 16:28
Joe Biden,Voters,42.728917,51.876414,2022/2/24 21:56
Joe Biden,Adults,41.388617,53.017511,2022/2/24 21:56
Joe Biden,All polls,42.058835,52.695602,2022/2/24 21:56
Joe Biden,Voters,43.123274,52.007986,2022/2/23 15:34
Joe Biden,Adults,41.418548,52.740139,2022/2/23 15:34
Joe Biden,All polls,42.38701,52.665503,2022/2/23 15:34
Joe Biden,Voters,42.640201,52.395946,2022/2/22 20:35
Joe Biden,Adults,41.451351,53.264106,2022/2/22 20:35
Joe Biden,All polls,42.27975,52.91648,2022/2/22 20:35
Joe Biden,Voters,41.974376,53.2427,2022/2/22 9:09
Joe Biden,Adults,41.364855,53.266313,2022/2/22 9:09
Joe Biden,All polls,41.818455,53.612687,2022/2/22 9:09
Joe Biden,Voters,41.974376,53.2427,2022/2/20 13:15
Joe Biden,Adults,41.364855,53.266313,2022/2/20 13:15
Joe Biden,All polls,41.818455,53.612687,2022/2/20 13:15
Joe Biden,Voters,41.974376,53.2427,2022/2/20 13:15
Joe Biden,Adults,40.802701,52.433823,2022/2/20 13:15
Joe Biden,All polls,41.551476,53.11246,2022/2/20 13:15
Joe Biden,Voters,41.974376,53.2427,2022/2/18 13:15
Joe Biden,Adults,40.802701,52.433823,2022/2/18 13:15
Joe Biden,All polls,41.551476,53.11246,2022/2/18 13:15
Joe Biden,Voters,41.928434,52.998917,2022/2/17 14:52
Joe Biden,Adults,40.802701,52.433823,2022/2/17 14:52
Joe Biden,All polls,41.409608,52.994473,2022/2/17 14:52
Joe Biden,Voters,41.908109,52.99846,2022/2/16 14:03
Joe Biden,Adults,40.865813,52.52378,2022/2/16 14:03
Joe Biden,All polls,41.392334,53.029,2022/2/16 14:03
Joe Biden,Voters,42.245517,52.58687,2022/2/15 20:46
Joe Biden,Adults,41.511606,52.615211,2022/2/15 20:46
Joe Biden,All polls,41.782467,53.053521,2022/2/15 20:46
Joe Biden,Voters,42.391772,52.426681,2022/2/14 9:39
Joe Biden,Adults,41.537056,52.881034,2022/2/14 9:39
Joe Biden,All polls,41.882885,53.055159,2022/2/14 9:39
Joe Biden,Voters,42.311724,52.411487,2022/2/13 13:12
Joe Biden,Adults,41.537056,52.881034,2022/2/13 13:12
Joe Biden,All polls,41.841193,53.080039,2022/2/13 13:12
Joe Biden,Voters,42.311724,52.411487,2022/2/13 13:12
Joe Biden,Adults,40.699186,52.017875,2022/2/13 13:12
Joe Biden,All polls,41.406609,52.526258,2022/2/13 13:12
Joe Biden,Voters,42.311724,52.411487,2022/2/11 13:21
Joe Biden,Adults,40.699186,52.017875,2022/2/11 13:21
Joe Biden,All polls,41.406609,52.526258,2022/2/11 13:21
Joe Biden,Voters,42.134408,52.551768,2022/2/10 16:31
Joe Biden,Adults,40.699186,52.017875,2022/2/10 16:31
Joe Biden,All polls,41.253343,52.582846,2022/2/10 16:31
Joe Biden,Voters,42.073381,52.631932,2022/2/9 21:39
Joe Biden,Adults,40.862409,51.82849,2022/2/9 21:39
Joe Biden,All polls,41.320259,52.585093,2022/2/9 21:39
Joe Biden,Voters,41.770652,52.846536,2022/2/8 19:56
Joe Biden,Adults,40.586907,52.305073,2022/2/8 19:56
Joe Biden,All polls,41.204865,52.792044,2022/2/8 19:56
Joe Biden,Voters,41.862347,52.807303,2022/2/7 20:15
Joe Biden,Adults,40.337927,52.422374,2022/2/7 20:15
Joe Biden,All polls,41.183821,52.768244,2022/2/7 20:15
Joe Biden,Voters,42.203231,52.371366,2022/2/7 9:46
Joe Biden,Adults,41.233231,52.765678,2022/2/7 9:45
Joe Biden,All polls,41.669076,52.83967,2022/2/7 9:45
Joe Biden,Voters,42.203231,52.371366,2022/2/7 9:46
Joe Biden,Adults,41.233231,52.765678,2022/2/7 9:45
Joe Biden,All polls,41.669076,52.83967,2022/2/7 9:45
Joe Biden,Voters,42.203231,52.371366,2022/2/4 9:34
Joe Biden,Adults,41.233231,52.765678,2022/2/4 9:34
Joe Biden,All polls,41.669076,52.83967,2022/2/4 9:34
Joe Biden,Voters,42.017108,52.553181,2022/2/3 20:47
Joe Biden,Adults,41.233231,52.765678,2022/2/3 20:47
Joe Biden,All polls,41.518084,52.991626,2022/2/3 20:47
Joe Biden,Voters,41.884358,52.676888,2022/2/2 14:50
Joe Biden,Adults,41.866866,52.043138,2022/2/2 14:50
Joe Biden,All polls,41.768699,52.590172,2022/2/2 14:50
Joe Biden,Voters,41.315835,53.581941,2022/2/1 11:28
Joe Biden,Adults,41.584288,52.505313,2022/2/1 11:28
Joe Biden,All polls,41.66749,53.179792,2022/2/1 11:28
Joe Biden,Voters,41.580263,53.288738,2022/1/31 13:06
Joe Biden,Adults,41.584288,52.505313,2022/1/31 13:06
Joe Biden,All polls,41.810834,53.021005,2022/1/31 13:06
Joe Biden,Voters,41.538099,53.324741,2022/1/31 9:46
Joe Biden,Adults,41.584288,52.505313,2022/1/31 9:46
Joe Biden,All polls,41.776847,53.055882,2022/1/31 9:46
Joe Biden,Voters,41.538099,53.324741,2022/1/29 20:44
Joe Biden,Adults,41.584288,52.505313,2022/1/29 20:44
Joe Biden,All polls,41.776847,53.055882,2022/1/29 20:44
Joe Biden,Voters,41.538099,53.324741,2022/1/28 14:12
Joe Biden,Adults,41.582095,52.343827,2022/1/28 14:12
Joe Biden,All polls,41.766982,52.947264,2022/1/28 14:12
Joe Biden,Voters,41.534288,53.646362,2022/1/27 20:52
Joe Biden,Adults,41.7239,52.430468,2022/1/27 20:52
Joe Biden,All polls,41.844844,53.181218,2022/1/27 20:52
Joe Biden,Voters,41.031767,54.029122,2022/1/26 18:51
Joe Biden,Adults,41.209163,52.728215,2022/1/26 18:51
Joe Biden,All polls,41.220621,53.672181,2022/1/26 18:51
Joe Biden,Voters,41.133728,54.287476,2022/1/25 14:31
Joe Biden,Adults,42.121109,53.030769,2022/1/25 14:31
Joe Biden,All polls,41.462397,53.90815,2022/1/25 14:31
Joe Biden,Voters,41.18466,53.831998,2022/1/24 19:55
Joe Biden,Adults,41.708157,52.794434,2022/1/24 19:55
Joe Biden,All polls,41.294856,53.514938,2022/1/24 19:55
Joe Biden,Voters,42.53684,53.584708,2022/1/23 12:42
Joe Biden,Adults,41.708157,52.794434,2022/1/23 12:42
Joe Biden,All polls,42.317826,53.365934,2022/1/23 12:42
Joe Biden,Voters,41.910437,53.823042,2022/1/23 12:42
Joe Biden,Adults,41.708157,52.794434,2022/1/23 12:42
Joe Biden,All polls,41.885124,53.533606,2022/1/23 12:42
Joe Biden,Voters,41.910437,53.823042,2022/1/21 9:40
Joe Biden,Adults,41.708157,52.794434,2022/1/21 9:40
Joe Biden,All polls,41.885124,53.533606,2022/1/21 9:40
Joe Biden,Voters,41.885214,53.668719,2022/1/20 21:04
Joe Biden,Adults,41.761867,52.539097,2022/1/20 21:04
Joe Biden,All polls,41.864061,53.410299,2022/1/20 21:04
Joe Biden,Voters,41.643842,53.188363,2022/1/19 17:31
Joe Biden,Adults,41.746606,51.525349,2022/1/19 17:31
Joe Biden,All polls,41.894207,52.523996,2022/1/19 17:31
Joe Biden,Voters,42.153509,52.434668,2022/1/18 20:35
Joe Biden,Adults,42.268818,51.866596,2022/1/18 20:35
Joe Biden,All polls,42.283877,52.446433,2022/1/18 20:35
Joe Biden,Voters,42.223163,52.353433,2022/1/17 12:18
Joe Biden,Adults,42.499058,51.391148,2022/1/17 12:18
Joe Biden,All polls,42.512677,52.149928,2022/1/17 12:18
Joe Biden,Voters,42.224828,52.277765,2022/1/16 13:18
Joe Biden,Adults,42.499058,51.391148,2022/1/16 13:18
Joe Biden,All polls,42.527298,52.113033,2022/1/16 13:18
Joe Biden,Voters,42.224828,52.277765,2022/1/16 13:18
Joe Biden,Adults,41.919792,50.36124,2022/1/16 13:18
Joe Biden,All polls,42.191538,51.478173,2022/1/16 13:18
Joe Biden,Voters,42.224828,52.277765,2022/1/14 14:09
Joe Biden,Adults,41.919792,50.36124,2022/1/14 14:09
Joe Biden,All polls,42.191538,51.478173,2022/1/14 14:09
Joe Biden,Voters,42.531326,52.180144,2022/1/13 20:36
Joe Biden,Adults,41.919792,50.36124,2022/1/13 20:36
Joe Biden,All polls,42.391193,51.378679,2022/1/13 20:36
Joe Biden,Voters,42.408715,52.471715,2022/1/12 14:17
Joe Biden,Adults,41.648375,50.400401,2022/1/12 14:17
Joe Biden,All polls,42.230515,51.617276,2022/1/12 14:17
Joe Biden,Voters,43.136634,52.327152,2022/1/11 9:54
Joe Biden,Adults,42.869314,50.118955,2022/1/11 9:54
Joe Biden,All polls,43.037834,51.582477,2022/1/11 9:54
Joe Biden,Voters,43.226254,52.303263,2022/1/10 15:02
Joe Biden,Adults,42.849447,50.056641,2022/1/10 15:02
Joe Biden,All polls,43.096122,51.528642,2022/1/10 15:02
Joe Biden,Voters,43.428599,51.978784,2022/1/10 9:32
Joe Biden,Adults,42.566946,50.49463,2022/1/10 9:32
Joe Biden,All polls,42.879552,51.851631,2022/1/10 9:32
Joe Biden,Voters,43.428599,51.978784,2022/1/10 9:32
Joe Biden,Adults,42.566946,50.49463,2022/1/10 9:32
Joe Biden,All polls,42.879552,51.851631,2022/1/10 9:32
Joe Biden,Voters,43.428599,51.978784,2022/1/7 10:50
Joe Biden,Adults,42.566946,50.49463,2022/1/7 10:50
Joe Biden,All polls,42.879552,51.851631,2022/1/7 10:50
Joe Biden,Voters,43.527549,51.871375,2022/1/6 16:19
Joe Biden,Adults,42.552173,50.347485,2022/1/6 16:19
Joe Biden,All polls,42.89721,51.723361,2022/1/6 16:19
Joe Biden,Voters,43.361748,51.934011,2022/1/5 11:52
Joe Biden,Adults,43.08736,50.110261,2022/1/5 11:52
Joe Biden,All polls,43.093347,51.580387,2022/1/5 11:52
Joe Biden,Voters,43.180684,52.119767,2022/1/4 14:18
Joe Biden,Adults,43.383547,50.113119,2022/1/4 14:18
Joe Biden,All polls,43.291771,51.685895,2022/1/4 14:18
Joe Biden,Voters,43.356799,52.146203,2022/1/3 9:43
Joe Biden,Adults,43.383627,50.112877,2022/1/3 9:43
Joe Biden,All polls,43.453177,51.611022,2022/1/3 9:43
Joe Biden,Voters,43.191886,52.170559,2022/1/3 9:43
Joe Biden,Adults,43.383627,50.112877,2022/1/3 9:43
Joe Biden,All polls,43.348077,51.600256,2022/1/3 9:43
Joe Biden,Voters,43.191886,52.170559,2022/1/3 9:43
Joe Biden,Adults,43.383627,50.112877,2022/1/3 9:43
Joe Biden,All polls,43.348077,51.600256,2022/1/3 9:43
Joe Biden,Voters,43.16113,52.201334,2021/12/31 9:12
Joe Biden,Adults,43.383627,50.112877,2021/12/31 9:12
Joe Biden,All polls,43.34409,51.604232,2021/12/31 9:12
Joe Biden,Voters,43.197809,52.154888,2021/12/30 9:43
Joe Biden,Adults,43.383627,50.112877,2021/12/30 9:43
Joe Biden,All polls,43.369715,51.57065,2021/12/30 9:43
Joe Biden,Voters,42.983275,52.351846,2021/12/29 9:33
Joe Biden,Adults,43.184901,50.172934,2021/12/29 9:33
Joe Biden,All polls,43.105517,51.750632,2021/12/29 9:33
Joe Biden,Voters,42.942368,52.343686,2021/12/28 9:38
Joe Biden,Adults,43.184901,50.172934,2021/12/28 9:38
Joe Biden,All polls,43.076009,51.74528,2021/12/28 9:38
Joe Biden,Voters,42.834126,52.340795,2021/12/27 9:34
Joe Biden,Adults,43.184901,50.172934,2021/12/27 9:34
Joe Biden,All polls,42.99479,51.747572,2021/12/27 9:34
Joe Biden,Voters,43.225808,52.015202,2021/12/27 8:51
Joe Biden,Adults,43.184901,50.172934,2021/12/27 8:50
Joe Biden,All polls,43.25585,51.543636,2021/12/27 8:50
Joe Biden,Voters,43.225808,52.015202,2021/12/27 8:51
Joe Biden,Adults,43.184901,50.172934,2021/12/27 8:50
Joe Biden,All polls,43.25585,51.543636,2021/12/27 8:50
Joe Biden,Voters,43.225808,52.015202,2021/12/27 8:51
Joe Biden,Adults,43.184901,50.172934,2021/12/27 8:50
Joe Biden,All polls,43.25585,51.543636,2021/12/27 8:50
Joe Biden,Voters,43.225808,52.015202,2021/12/23 15:05
Joe Biden,Adults,43.184901,50.172934,2021/12/23 15:05
Joe Biden,All polls,43.25585,51.543636,2021/12/23 15:05
Joe Biden,Voters,43.47527,51.841684,2021/12/22 12:21
Joe Biden,Adults,43.196296,50.168691,2021/12/22 12:21
Joe Biden,All polls,43.393962,51.437616,2021/12/22 12:21
Joe Biden,Voters,43.580697,52.404372,2021/12/21 20:53
Joe Biden,Adults,43.714489,50.444127,2021/12/21 20:53
Joe Biden,All polls,43.664251,51.751454,2021/12/21 20:53
Joe Biden,Voters,43.361618,52.61683,2021/12/20 13:22
Joe Biden,Adults,43.600238,50.483631,2021/12/20 13:22
Joe Biden,All polls,43.450916,51.933969,2021/12/20 13:22
Joe Biden,Voters,44.012866,51.193029,2021/12/20 9:28
Joe Biden,Adults,43.833703,49.394971,2021/12/20 9:28
Joe Biden,All polls,43.93048,50.528406,2021/12/20 9:28
Joe Biden,Voters,44.012866,51.193029,2021/12/20 9:28
Joe Biden,Adults,43.833703,49.394971,2021/12/20 9:28
Joe Biden,All polls,43.93048,50.528406,2021/12/20 9:28
Joe Biden,Voters,44.012866,51.193029,2021/12/17 16:48
Joe Biden,Adults,43.833703,49.394971,2021/12/17 16:48
Joe Biden,All polls,43.93048,50.528406,2021/12/17 16:48
Joe Biden,Voters,43.967487,51.146571,2021/12/16 15:07
Joe Biden,Adults,43.484489,49.786371,2021/12/16 15:07
Joe Biden,All polls,43.705067,50.740676,2021/12/16 15:07
Joe Biden,Voters,44.100626,51.016058,2021/12/15 20:27
Joe Biden,Adults,43.575227,49.700019,2021/12/15 20:27
Joe Biden,All polls,43.837404,50.636105,2021/12/15 20:27
Joe Biden,Voters,43.122931,51.455369,2021/12/14 14:02
Joe Biden,Adults,43.297438,49.645842,2021/12/14 14:02
Joe Biden,All polls,43.331325,50.71889,2021/12/14 14:02
Joe Biden,Voters,42.709854,51.474391,2021/12/13 9:38
Joe Biden,Adults,43.297438,49.645842,2021/12/13 9:38
Joe Biden,All polls,43.074321,50.661553,2021/12/13 9:38
Joe Biden,Voters,42.612142,51.521659,2021/12/13 9:38
Joe Biden,Adults,43.297438,49.645842,2021/12/13 9:38
Joe Biden,All polls,43.025095,50.676902,2021/12/13 9:38
Joe Biden,Voters,42.612142,51.521659,2021/12/13 9:38
Joe Biden,Adults,43.297438,49.645842,2021/12/13 9:38
Joe Biden,All polls,43.025095,50.676902,2021/12/13 9:38
Joe Biden,Voters,42.612142,51.521659,2021/12/10 21:00
Joe Biden,Adults,43.297438,49.645842,2021/12/10 21:00
Joe Biden,All polls,43.025095,50.676902,2021/12/10 21:00
Joe Biden,Voters,42.475717,51.56033,2021/12/9 13:02
Joe Biden,Adults,42.748122,49.988991,2021/12/9 13:02
Joe Biden,All polls,42.568008,50.989003,2021/12/9 13:02
Joe Biden,Voters,42.587151,52.014981,2021/12/8 11:56
Joe Biden,Adults,42.615505,49.677367,2021/12/8 11:56
Joe Biden,All polls,42.522661,51.329697,2021/12/8 11:56
Joe Biden,Voters,42.672242,52.043217,2021/12/7 20:13
Joe Biden,Adults,43.467297,49.586968,2021/12/7 20:13
Joe Biden,All polls,42.821155,51.273021,2021/12/7 20:13
Joe Biden,Voters,42.655209,51.978176,2021/12/6 20:29
Joe Biden,Adults,43.245792,49.229187,2021/12/6 20:29
Joe Biden,All polls,42.680474,50.913629,2021/12/6 20:29
Joe Biden,Voters,42.820061,51.906549,2021/12/6 9:39
Joe Biden,Adults,43.162734,50.365936,2021/12/6 9:39
Joe Biden,All polls,42.6072,51.643644,2021/12/6 9:39
Joe Biden,Voters,42.820061,51.906549,2021/12/6 9:39
Joe Biden,Adults,43.162734,50.365936,2021/12/6 9:39
Joe Biden,All polls,42.6072,51.643644,2021/12/6 9:39
Joe Biden,Voters,42.820061,51.906549,2021/12/3 9:31
Joe Biden,Adults,43.162734,50.365936,2021/12/3 9:31
Joe Biden,All polls,42.6072,51.643644,2021/12/3 9:31
Joe Biden,Voters,42.844096,51.865612,2021/12/2 21:34
Joe Biden,Adults,43.162734,50.365936,2021/12/2 21:34
Joe Biden,All polls,42.616224,51.620404,2021/12/2 21:34
